#                     Distributed Loads                    #
260
# |  N1  |  N2  | ... |  Nn  |  SX  |  SY  | Sz (only3D) | #
29651	29640	29639	29650	0.00	-10.00	0.00
29652	29641	29640	29651	0.00	-10.00	0.00
29653	29642	29641	29652	0.00	-10.00	0.00
29654	29643	29642	29653	0.00	-10.00	0.00
29655	29644	29643	29654	0.00	-10.00	0.00
29656	29645	29644	29655	0.00	-10.00	0.00
29658	29647	29646	29657	0.00	-10.00	0.00
29659	29648	29647	29658	0.00	-10.00	0.00
29660	29649	29648	29659	0.00	-10.00	0.00
29661	29650	29649	29660	0.00	-10.00	0.00
29662	29651	29650	29661	0.00	-10.00	0.00
29663	29652	29651	29662	0.00	-10.00	0.00
29664	29653	29652	29663	0.00	-10.00	0.00
29665	29654	29653	29664	0.00	-10.00	0.00
29666	29655	29654	29665	0.00	-10.00	0.00
29667	29656	29655	29666	0.00	-10.00	0.00
29669	29658	29657	29668	0.00	-10.00	0.00
29670	29659	29658	29669	0.00	-10.00	0.00
29671	29660	29659	29670	0.00	-10.00	0.00
29672	29661	29660	29671	0.00	-10.00	0.00
29673	29662	29661	29672	0.00	-10.00	0.00
29674	29663	29662	29673	0.00	-10.00	0.00
29675	29664	29663	29674	0.00	-10.00	0.00
29676	29665	29664	29675	0.00	-10.00	0.00
29677	29666	29665	29676	0.00	-10.00	0.00
29678	29667	29666	29677	0.00	-10.00	0.00
29680	29669	29668	29679	0.00	-10.00	0.00
29681	29670	29669	29680	0.00	-10.00	0.00
29682	29671	29670	29681	0.00	-10.00	0.00
29683	29672	29671	29682	0.00	-10.00	0.00
29684	29673	29672	29683	0.00	-10.00	0.00
29685	29674	29673	29684	0.00	-10.00	0.00
29686	29675	29674	29685	0.00	-10.00	0.00
29687	29676	29675	29686	0.00	-10.00	0.00
29688	29677	29676	29687	0.00	-10.00	0.00
29689	29678	29677	29688	0.00	-10.00	0.00
29691	29680	29679	29690	0.00	-10.00	0.00
29692	29681	29680	29691	0.00	-10.00	0.00
29693	29682	29681	29692	0.00	-10.00	0.00
29694	29683	29682	29693	0.00	-10.00	0.00
29695	29684	29683	29694	0.00	-10.00	0.00
29696	29685	29684	29695	0.00	-10.00	0.00
29697	29686	29685	29696	0.00	-10.00	0.00
29698	29687	29686	29697	0.00	-10.00	0.00
29699	29688	29687	29698	0.00	-10.00	0.00
29700	29689	29688	29699	0.00	-10.00	0.00
